Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	collection_date	env_biome	env_feature	env_material	flowcell_barcode	geo_loc_name	gssr_id	host	host_age	host_disease	host_sex	host_subject_id	instrument_name	isolation_source	lane	lat_lon	library_type	lsid	product_order	project	read_group_id	run_barcode	run_name	work_request	AssemblyName	Consent	Organism
RNA-Seq	202	PRJNA218186	SAMN01795940		BI	sra	ncbi		SRX399604	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11721_ST_08_1	2013-12-27	867	589	ILLUMINA	2013-12-27	SRR1061706	SRS373176	SRP030662	PRJNA218187.11721_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374351.0				female		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374351.0	PDO-1813	G39583	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795940		BI	sra	ncbi		SRX399604	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11721_ST_08_1	2013-12-27	867	594	ILLUMINA	2013-12-27	SRR1061943	SRS373176	SRP030662	PRJNA218187.11721_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374351.0				female		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374351.0	PDO-1813	G39583	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795940		BI	sra	ncbi		SRX399604	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11721_ST_08_1	2013-12-27	858	591	ILLUMINA	2013-12-27	SRR1062079	SRS373176	SRP030662	PRJNA218187.11721_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374351.0				female		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374351.0	PDO-1813	G39583	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	596	402	ILLUMINA	2013-12-27	SRR1061469	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	7		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.7	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	588	399	ILLUMINA	2013-12-27	SRR1061524	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	598	403	ILLUMINA	2013-12-27	SRR1061703	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	2		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.2	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	599	403	ILLUMINA	2013-12-27	SRR1061720	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	599	401	ILLUMINA	2013-12-27	SRR1061775	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	6		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.6	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	597	399	ILLUMINA	2013-12-27	SRR1061868	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	4		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.4	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	594	396	ILLUMINA	2013-12-27	SRR1061956	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795947		BI	sra	ncbi		SRX399649	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11412_ST_08_1	2013-12-27	598	404	ILLUMINA	2013-12-27	SRR1061998	SRS373183	SRP030662	PRJNA218187.11412_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374337.0				male		SL-HAU	missing	1		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374337.0	PDO-1813	G39545	D2BDV.1	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	174	116	ILLUMINA	2013-12-27	SRR1061423	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	4		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.4	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	174	116	ILLUMINA	2013-12-27	SRR1061437	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	173	116	ILLUMINA	2013-12-27	SRR1061464	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	173	116	ILLUMINA	2013-12-27	SRR1061517	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	2		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.2	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	175	117	ILLUMINA	2013-12-27	SRR1061606	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	1		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.1	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	171	115	ILLUMINA	2013-12-27	SRR1061801	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	173	116	ILLUMINA	2013-12-27	SRR1061951	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	6		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.6	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795948		BI	sra	ncbi		SRX399622	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12351_SN_11_1	2013-12-27	173	116	ILLUMINA	2013-12-27	SRR1062121	SRS373184	SRP030662	PRJNA218187.12351_SN_11_1	AssemblyWithoutReference					D2BDVACXX		374342.0				male		SL-HAU	missing	7		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374342.0	PDO-1813	G39467	D2BDV.7	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	332	217	ILLUMINA	2013-12-27	SRR1061639	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	4		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.4	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	328	216	ILLUMINA	2013-12-27	SRR1061661	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	2		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.2	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	330	216	ILLUMINA	2013-12-27	SRR1061725	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	6		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.6	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	332	219	ILLUMINA	2013-12-27	SRR1061820	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	1		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.1	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	331	216	ILLUMINA	2013-12-27	SRR1061846	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	328	217	ILLUMINA	2013-12-27	SRR1061900	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	7		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.7	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	328	216	ILLUMINA	2013-12-27	SRR1062088	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795956		BI	sra	ncbi		SRX399700	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12541_ST_14_1	2013-12-27	326	216	ILLUMINA	2013-12-27	SRR1062170	SRS373192	SRP030662	PRJNA218187.12541_ST_14_1	AssemblyWithoutReference					D2BDVACXX		374269.0				male		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374269.0	PDO-1813	G39479	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795970		BI	sra	ncbi		SRX399701	160	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12392_ST_11_1	2013-12-27	84	38	ILLUMINA	2013-12-27	SRR1061658	SRS373206	SRP030662	PRJNA218187.12392_ST_11_1	AssemblyWithoutReference					D2F6TACXX		388391.0				male		SL-HAP	missing	7		cDNAShotgunStrandAgnostic	BROAD:SEQUENCING_SAMPLE:388391.0	PDO-1918	G39473	D2F6T.7	D2F6TACXX130903	130903_SL-HAP_0296_BFCD2F6TACXX	37943		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01795970		BI	sra	ncbi		SRX399701	160	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	12392_ST_11_1	2013-12-27	87	39	ILLUMINA	2013-12-27	SRR1061696	SRS373206	SRP030662	PRJNA218187.12392_ST_11_1	AssemblyWithoutReference					D2F6TACXX		388391.0				male		SL-HAP	missing	8		cDNAShotgunStrandAgnostic	BROAD:SEQUENCING_SAMPLE:388391.0	PDO-1918	G39473	D2F6T.8	D2F6TACXX130903	130903_SL-HAP_0296_BFCD2F6TACXX	37943		public	human gut metagenome
AMPLICON	475	PRJNA168470	SAMN01048342		ARIZONA STATE UNIVERSITY/BIODESIGN INSTITUTE	sra	ncbi		SRX212338	0	454 GS FLX Titanium	SINGLE	PCR	METATRANSCRIPTOMIC		2012-12-21	21	54	LS454	2013-06-11	SRR639294	SRS381219	SRP017161	N11															fecal sample												public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	253	167	ILLUMINA	2013-12-27	SRR1061381	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	249	166	ILLUMINA	2013-12-27	SRR1061483	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	254	167	ILLUMINA	2013-12-27	SRR1061787	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	6		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.6	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	252	166	ILLUMINA	2013-12-27	SRR1061850	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	253	167	ILLUMINA	2013-12-27	SRR1061944	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	2		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.2	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	252	167	ILLUMINA	2013-12-27	SRR1061991	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	7		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.7	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	254	168	ILLUMINA	2013-12-27	SRR1062093	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	1		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.1	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01882995		BI	sra	ncbi		SRX399588	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11691_SN_05_1	2013-12-27	253	167	ILLUMINA	2013-12-27	SRR1062158	SRS383469	SRP030662	PRJNA218187.11691_SN_05_1	AssemblyWithoutReference					D2BDVACXX		374313.0				male		SL-HAU	missing	4		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374313.0	PDO-1813	G39573	D2BDV.4	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	187	120	ILLUMINA	2013-12-27	SRR1061410	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	7		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.7	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	185	119	ILLUMINA	2013-12-27	SRR1061436	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	8		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.8	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	188	120	ILLUMINA	2013-12-27	SRR1061504	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	5		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.5	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	189	121	ILLUMINA	2013-12-27	SRR1061579	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	6		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.6	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	189	121	ILLUMINA	2013-12-27	SRR1061653	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	4		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.4	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	188	121	ILLUMINA	2013-12-27	SRR1061665	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	3		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.3	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
RNA-Seq	202	PRJNA218186	SAMN01883003		BI	sra	ncbi		SRX399612	200	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	11681_ST_08_1	2013-12-27	188	121	ILLUMINA	2013-12-27	SRR1061751	SRS383477	SRP030662	PRJNA218187.11681_ST_08_1	AssemblyWithoutReference					D2BDVACXX		374306.0				female		SL-HAU	missing	2		cDNAShotgunReadTwoSense	BROAD:SEQUENCING_SAMPLE:374306.0	PDO-1813	G39567	D2BDV.2	D2BDVACXX130819	130819_SL-HAU_0465_BFCD2BDVACXX	37623		public	human gut metagenome
